@relation TrainingData.arff

@attribute Aluminium numeric
@attribute Krzem numeric
@attribute Magnez numeric
@attribute Miedz numeric
@attribute Cynk numeric
@attribute Cyna numeric
@attribute Nikiel numeric
@attribute Zelazo numeric
@attribute Olow numeric
@attribute TemperaturaWytapiania numeric
@attribute CzasWytapiania numeric
@attribute TemperaturaStudzenia numeric
@attribute CzasPodgrzewania numeric
@attribute TemperaturaStudzenia2 numeric
@attribute CzasPodgrzewania2 numeric
@attribute StopieńUszlachetniania numeric
@attribute Jakość numeric

@data
80,20,0,0,0,0,0,0,0,889,51,484,8,223,15,1,7.191228
80,20,0,0,0,0,0,0,0,891,54,597,16,337,26,2,11.86087
80,20,0,0,0,0,0,0,0,892,54,516,18,292,12,1,6.062067
80,20,0,0,0,0,0,0,0,804,47,470,15,222,29,4,5.25097
80,20,0,0,0,0,0,0,0,783,48,493,21,244,15,4,4.210256
80,20,0,0,0,0,0,0,0,985,66,611,11,328,20,4,14.576108
80,20,0,0,0,0,0,0,0,960,61,564,6,356,10,2,8.01956
80,20,0,0,0,0,0,0,0,1014,65,783,17,264,21,4,13.2645
80,20,0,0,0,0,0,0,0,869,45,488,17,242,35,2,5.146893
80,20,0,0,0,0,0,0,0,972,69,530,24,353,33,5,8.573237
80,20,0,0,0,0,0,0,0,902,63,671,11,296,16,3,6.156116
80,20,0,0,0,0,0,0,0,779,49,521,8,293,10,5,6.328142
80,20,0,0,0,0,0,0,0,860,51,502,14,243,22,4,10.40316
80,20,0,0,0,0,0,0,0,895,60,666,18,338,26,3,7.459407
80,20,0,0,0,0,0,0,0,1026,69,786,19,436,34,3,12.507035
80,20,0,0,0,0,0,0,0,995,39,779,17,428,12,1,9.937111
80,20,0,0,0,0,0,0,0,923,66,623,14,263,11,5,14.941448
80,20,0,0,0,0,0,0,0,946,58,534,21,277,36,3,8.620248
80,20,0,0,0,0,0,0,0,817,58,477,8,230,38,4,5.734014
80,20,0,0,0,0,0,0,0,900,50,550,15,235,15,1,11.423081
80,20,0,0,0,0,0,0,0,839,58,531,18,327,22,5,10.913131
80,20,0,0,0,0,0,0,0,880,41,596,24,359,23,5,16.500239
80,20,0,0,0,0,0,0,0,802,39,468,15,235,30,4,4.585293
80,20,0,0,0,0,0,0,0,933,59,713,22,304,20,4,12.361577
80,20,0,0,0,0,0,0,0,1094,30,788,24,298,34,2,17.650806
80,20,0,0,0,0,0,0,0,812,51,446,21,307,23,4,1.839611
80,20,0,0,0,0,0,0,0,873,40,531,21,263,12,4,8.993228
80,20,0,0,0,0,0,0,0,802,57,547,16,246,25,5,8.241507
80,20,0,0,0,0,0,0,0,902,36,689,17,337,21,4,9.773083
80,20,0,0,0,0,0,0,0,1011,35,701,9,256,16,1,13.61975
80,20,0,0,0,0,0,0,0,1014,41,799,11,403,13,2,14.389263
80,20,0,0,0,0,0,0,0,885,54,677,23,262,39,5,16.280269
80,20,0,0,0,0,0,0,0,862,40,509,22,319,22,4,7.704428
80,20,0,0,0,0,0,0,0,835,41,599,11,258,32,4,8.18662
80,20,0,0,0,0,0,0,0,954,40,672,9,345,39,3,16.60395
80,20,0,0,0,0,0,0,0,993,65,732,20,259,12,5,16.244672
80,20,0,0,0,0,0,0,0,949,53,534,16,356,27,2,10.528224
80,20,0,0,0,0,0,0,0,1211,30,735,16,375,37,2,16.033591
80,20,0,0,0,0,0,0,0,894,69,629,8,360,39,4,9.907508
80,20,0,0,0,0,0,0,0,971,62,665,24,344,31,3,16.782649
80,20,0,0,0,0,0,0,0,1043,64,783,10,310,32,2,12.706255
80,20,0,0,0,0,0,0,0,857,63,465,15,254,14,4,3.831803
80,20,0,0,0,0,0,0,0,1274,31,976,16,498,28,1,13.10318
80,20,0,0,0,0,0,0,0,819,42,495,11,320,15,4,6.310605
80,20,0,0,0,0,0,0,0,817,50,531,22,307,34,1,1.626222
80,20,0,0,0,0,0,0,0,1000,34,702,15,263,19,1,12.704538
80,20,0,0,0,0,0,0,0,1055,69,613,23,273,39,5,14.65276
80,20,0,0,0,0,0,0,0,1177,30,697,18,344,14,1,8.788805
80,20,0,0,0,0,0,0,0,944,60,600,8,361,16,1,9.834455
80,20,0,0,0,0,0,0,0,803,54,548,12,302,32,3,4.126113
80,20,0,0,0,0,0,0,0,963,35,747,13,275,29,5,14.641237
80,20,0,0,0,0,0,0,0,992,33,619,8,359,10,2,9.34199
80,20,0,0,0,0,0,0,0,949,66,707,15,346,14,3,8.846988
80,20,0,0,0,0,0,0,0,892,32,638,18,373,10,5,12.805823
80,20,0,0,0,0,0,0,0,930,43,597,15,336,34,2,13.610948
80,20,0,0,0,0,0,0,0,829,65,624,17,323,34,5,6.072036
80,20,0,0,0,0,0,0,0,966,68,678,11,258,30,2,10.841881
80,20,0,0,0,0,0,0,0,957,59,549,13,356,33,2,8.2796
80,20,0,0,0,0,0,0,0,767,50,478,23,302,31,5,3.084731
80,20,0,0,0,0,0,0,0,926,62,658,19,339,28,4,13.442825
80,20,0,0,0,0,0,0,0,1306,30,1006,10,498,27,1,11.450816
80,20,0,0,0,0,0,0,0,874,45,574,9,265,22,3,12.80914
80,20,0,0,0,0,0,0,0,768,44,551,18,322,27,5,3.487494
80,20,0,0,0,0,0,0,0,905,67,539,10,324,12,3,6.856046
80,20,0,0,0,0,0,0,0,1101,61,630,5,345,11,1,10.351345
80,20,0,0,0,0,0,0,0,813,44,583,17,344,30,5,8.510957
80,20,0,0,0,0,0,0,0,1128,35,890,9,376,37,3,15.820723
80,20,0,0,0,0,0,0,0,910,30,553,19,321,28,4,7.512033
80,20,0,0,0,0,0,0,0,1074,68,638,23,412,20,3,14.969514
80,20,0,0,0,0,0,0,0,968,63,604,12,300,33,4,14.892413
80,20,0,0,0,0,0,0,0,1004,55,757,12,401,15,3,20.418967
80,20,0,0,0,0,0,0,0,1226,39,887,15,523,39,1,25.808013
80,20,0,0,0,0,0,0,0,1017,63,705,19,261,18,4,20.567672
80,20,0,0,0,0,0,0,0,971,41,673,17,319,28,2,17.084018
80,20,0,0,0,0,0,0,0,895,44,612,20,316,34,4,16.802421
80,20,0,0,0,0,0,0,0,896,51,644,14,286,16,4,18.553104
80,20,0,0,0,0,0,0,0,1133,36,844,18,345,16,3,20.385129
80,20,0,0,0,0,0,0,0,1492,68,917,6,501,10,1,33.456444
80,20,0,0,0,0,0,0,0,1197,68,844,11,388,14,2,24.953846
80,20,0,0,0,0,0,0,0,1217,66,772,5,382,21,3,27.586447
80,20,0,0,0,0,0,0,0,1046,43,797,21,321,39,5,26.774601
80,20,0,0,0,0,0,0,0,1191,63,868,23,320,29,2,23.618565
80,20,0,0,0,0,0,0,0,1054,51,579,24,398,29,2,18.348152
80,20,0,0,0,0,0,0,0,1046,55,810,5,394,15,5,28.271305
80,20,0,0,0,0,0,0,0,1000,32,670,15,315,29,4,18.868263
80,20,0,0,0,0,0,0,0,1051,35,714,8,295,30,2,18.964259
80,20,0,0,0,0,0,0,0,1053,58,811,10,387,23,5,23.197918
80,20,0,0,0,0,0,0,0,956,45,665,7,344,13,5,27.091212
80,20,0,0,0,0,0,0,0,1368,66,1019,9,538,24,2,23.672031
80,20,0,0,0,0,0,0,0,1417,31,1075,11,522,31,3,19.916827
80,20,0,0,0,0,0,0,0,1039,62,647,12,356,29,2,15.738871
80,20,0,0,0,0,0,0,0,1622,30,1136,5,574,31,1,29.651173
80,20,0,0,0,0,0,0,0,1293,32,1003,15,463,33,2,15.739104
80,20,0,0,0,0,0,0,0,1350,67,756,13,414,38,1,17.511605
80,20,0,0,0,0,0,0,0,1483,32,1132,18,463,28,1,18.714644
80,20,0,0,0,0,0,0,0,983,61,643,11,325,14,5,21.018792
80,20,0,0,0,0,0,0,0,1056,43,620,22,299,11,4,20.676861
80,20,0,0,0,0,0,0,0,1239,32,854,10,513,10,5,32.707805
80,20,0,0,0,0,0,0,0,1028,52,617,23,370,32,1,20.330824
80,20,0,0,0,0,0,0,0,1100,69,644,8,371,16,5,17.523595
80,20,0,0,0,0,0,0,0,941,52,615,15,243,20,1,17.713983
80,20,0,0,0,0,0,0,0,1025,39,667,15,355,15,1,16.098831
80,20,0,0,0,0,0,0,0,1124,34,662,10,308,11,3,12.647711
80,20,0,0,0,0,0,0,0,996,62,546,10,374,31,5,10.618635
80,20,0,0,0,0,0,0,0,1035,44,734,15,279,23,2,26.653228
80,20,0,0,0,0,0,0,0,1193,66,695,24,325,36,3,17.979761
80,20,0,0,0,0,0,0,0,1288,68,810,23,477,13,3,31.247856
80,20,0,0,0,0,0,0,0,1176,58,911,19,424,14,2,23.793023
80,20,0,0,0,0,0,0,0,982,61,639,7,285,29,5,20.83447
80,20,0,0,0,0,0,0,0,1081,42,775,7,459,15,3,26.493447
80,20,0,0,0,0,0,0,0,1079,65,819,21,395,30,5,19.085604
80,20,0,0,0,0,0,0,0,1096,41,858,21,457,17,4,22.726311
80,20,0,0,0,0,0,0,0,1245,35,693,12,458,32,4,17.87719
80,20,0,0,0,0,0,0,0,1676,67,1301,14,743,20,2,30.349635
80,20,0,0,0,0,0,0,0,993,54,714,21,319,18,1,20.032473
80,20,0,0,0,0,0,0,0,1024,46,773,8,295,37,2,25.221255
80,20,0,0,0,0,0,0,0,1589,32,916,14,618,23,1,24.565791
80,20,0,0,0,0,0,0,0,1080,55,621,8,403,30,3,21.491235
80,20,0,0,0,0,0,0,0,1064,63,675,13,327,34,1,16.048024
80,20,0,0,0,0,0,0,0,985,47,627,12,346,20,3,24.815504
80,20,0,0,0,0,0,0,0,1428,35,827,6,370,22,1,21.586661
80,20,0,0,0,0,0,0,0,1178,34,733,12,446,11,5,27.775374
80,20,0,0,0,0,0,0,0,1259,63,933,5,332,27,3,24.917018
80,20,0,0,0,0,0,0,0,1054,36,638,16,408,14,3,15.221425
80,20,0,0,0,0,0,0,0,1168,39,649,13,441,26,2,13.773254
80,20,0,0,0,0,0,0,0,1000,37,544,11,382,14,5,9.063112
80,20,0,0,0,0,0,0,0,1445,32,795,17,404,12,4,19.458068
80,20,0,0,0,0,0,0,0,1174,65,685,14,330,30,2,15.232404
80,20,0,0,0,0,0,0,0,1658,30,918,6,470,16,2,17.993471
80,20,0,0,0,0,0,0,0,1511,68,842,18,563,21,1,25.126665
80,20,0,0,0,0,0,0,0,1143,34,842,15,435,34,2,18.126731
80,20,0,0,0,0,0,0,0,971,50,712,6,320,13,2,23.076573
80,20,0,0,0,0,0,0,0,940,50,736,16,307,19,4,23.027171
80,20,0,0,0,0,0,0,0,992,52,616,11,271,30,1,20.684937
80,20,0,0,0,0,0,0,0,1186,69,911,15,405,21,4,18.743738
80,20,0,0,0,0,0,0,0,1057,58,771,19,318,32,3,22.883329
80,20,0,0,0,0,0,0,0,1207,68,738,21,484,13,5,29.381836
80,20,0,0,0,0,0,0,0,1129,63,699,21,419,28,2,21.076702
80,20,0,0,0,0,0,0,0,1061,47,671,14,404,15,1,27.253414
80,20,0,0,0,0,0,0,0,1150,67,776,17,318,16,3,26.394419
80,20,0,0,0,0,0,0,0,1036,56,676,5,385,10,3,25.772296
80,20,0,0,0,0,0,0,0,1503,69,942,21,488,34,1,35.755322
80,20,0,0,0,0,0,0,0,1104,38,646,7,345,28,4,17.763659
80,20,0,0,0,0,0,0,0,1362,31,846,8,519,36,1,23.252906
80,20,0,0,0,0,0,0,0,1172,67,708,20,456,32,2,20.50895
80,20,0,0,0,0,0,0,0,1082,36,595,6,291,12,5,10.659655
80,20,0,0,0,0,0,0,0,1065,61,738,13,340,32,1,19.960993
80,20,0,0,0,0,0,0,0,998,59,693,7,289,10,3,19.039762
80,20,0,0,0,0,0,0,0,1099,62,596,17,355,33,4,11.638426
80,20,0,0,0,0,0,0,0,1010,56,789,10,326,30,5,24.0828
80,20,0,0,0,0,0,0,0,1507,67,1106,22,405,13,5,35.602733
80,20,0,0,0,0,0,0,0,1200,66,798,15,436,30,3,30.589524
80,20,0,0,0,0,0,0,0,1451,67,1008,9,448,31,1,35.724437
80,20,0,0,0,0,0,0,0,1332,32,837,20,536,23,5,34.37395
80,20,0,0,0,0,0,0,0,1411,32,876,17,444,35,5,34.756202
80,20,0,0,0,0,0,0,0,1259,60,683,23,432,20,4,20.577506
80,20,0,0,0,0,0,0,0,1257,60,683,23,397,30,5,22.794448
80,20,0,0,0,0,0,0,0,1102,45,806,17,407,32,5,37.143398
80,20,0,0,0,0,0,0,0,1148,54,738,6,369,11,1,35.176683
80,20,0,0,0,0,0,0,0,1078,51,823,20,391,30,4,35.60346
80,20,0,0,0,0,0,0,0,1265,37,846,8,429,34,1,31.379979
80,20,0,0,0,0,0,0,0,1092,44,761,24,396,17,2,31.319783
80,20,0,0,0,0,0,0,0,1303,61,715,7,497,22,2,19.414336
80,20,0,0,0,0,0,0,0,1341,66,1052,10,506,34,4,24.732519
80,20,0,0,0,0,0,0,0,1277,68,858,8,491,27,3,33.671628
80,20,0,0,0,0,0,0,0,1305,40,736,7,487,17,3,26.36454
80,20,0,0,0,0,0,0,0,1423,37,1085,24,542,12,5,33.427778
80,20,0,0,0,0,0,0,0,1294,63,801,16,442,30,1,28.428903
80,20,0,0,0,0,0,0,0,1052,57,701,15,265,38,4,29.818059
80,20,0,0,0,0,0,0,0,1486,65,1079,12,607,37,4,35.556244
80,20,0,0,0,0,0,0,0,1347,62,774,17,415,35,2,25.410786
80,20,0,0,0,0,0,0,0,1404,66,972,23,524,39,3,37.971353
80,20,0,0,0,0,0,0,0,1152,57,677,15,357,28,4,26.924036
80,20,0,0,0,0,0,0,0,1096,55,786,16,305,20,3,33.501873
80,20,0,0,0,0,0,0,0,1262,61,850,14,515,16,2,35.635388
80,20,0,0,0,0,0,0,0,1212,64,756,22,398,34,3,27.856276
80,20,0,0,0,0,0,0,0,1372,63,781,14,376,35,1,21.826907
80,20,0,0,0,0,0,0,0,1125,46,624,9,333,11,4,27.937184
80,20,0,0,0,0,0,0,0,1658,34,1016,24,428,36,1,35.836169
80,20,0,0,0,0,0,0,0,996,56,685,21,390,12,5,27.726642
80,20,0,0,0,0,0,0,0,1112,41,811,24,398,20,3,26.246218
80,20,0,0,0,0,0,0,0,1030,47,678,5,393,29,4,35.459683
80,20,0,0,0,0,0,0,0,1148,58,707,21,292,24,3,26.731061
80,20,0,0,0,0,0,0,0,1351,32,1023,18,403,15,4,23.530805
80,20,0,0,0,0,0,0,0,1141,51,627,19,401,25,2,26.416416
80,20,0,0,0,0,0,0,0,1306,43,760,9,327,18,2,35.427056
80,20,0,0,0,0,0,0,0,1550,69,999,14,584,18,3,42.010568
80,20,0,0,0,0,0,0,0,1685,34,1252,13,703,34,1,27.216618
80,20,0,0,0,0,0,0,0,1268,36,898,5,482,12,4,32.949891
80,20,0,0,0,0,0,0,0,1113,56,788,10,383,26,4,35.040748
80,20,0,0,0,0,0,0,0,1126,38,729,7,406,26,5,31.769362
80,20,0,0,0,0,0,0,0,1228,40,937,23,466,33,3,25.560361
80,20,0,0,0,0,0,0,0,1019,51,626,12,295,37,4,30.556526
80,20,0,0,0,0,0,0,0,1188,37,868,12,401,39,4,27.173819
80,20,0,0,0,0,0,0,0,1448,66,1123,20,505,31,3,25.398327
80,20,0,0,0,0,0,0,0,964,48,624,8,305,28,4,27.97056
80,20,0,0,0,0,0,0,0,1210,42,658,18,463,35,5,25.780062
80,20,0,0,0,0,0,0,0,1685,31,990,13,565,15,3,29.945037
80,20,0,0,0,0,0,0,0,1430,34,794,22,462,36,3,22.374782
80,20,0,0,0,0,0,0,0,1374,39,1069,9,377,24,1,25.853669
80,20,0,0,0,0,0,0,0,1110,54,817,23,390,27,1,30.042158
80,20,0,0,0,0,0,0,0,1371,66,923,23,555,24,2,37.098966
80,20,0,0,0,0,0,0,0,1079,44,691,12,293,14,2,28.158695
80,20,0,0,0,0,0,0,0,1053,44,611,16,322,21,4,21.62536
80,20,0,0,0,0,0,0,0,1096,57,644,8,331,28,4,22.676476
80,20,0,0,0,0,0,0,0,1363,32,1014,23,473,14,5,28.639
80,20,0,0,0,0,0,0,0,1065,46,677,14,411,18,5,37.578997
80,20,0,0,0,0,0,0,0,1087,44,743,8,332,28,2,32.744982
80,20,0,0,0,0,0,0,0,1457,36,1145,9,432,24,2,24.45189
80,20,0,0,0,0,0,0,0,1407,40,794,24,438,31,2,30.376828
80,20,0,0,0,0,0,0,0,1057,47,691,9,388,15,5,40.878809
80,20,0,0,0,0,0,0,0,1198,67,751,18,481,30,5,31.883381
80,20,0,0,0,0,0,0,0,1167,57,911,11,365,24,5,31.755555
80,20,0,0,0,0,0,0,0,1600,35,879,20,583,23,5,34.02439
80,20,0,0,0,0,0,0,0,1613,32,1249,19,607,31,5,29.47709
80,20,0,0,0,0,0,0,0,1462,34,1014,23,549,15,3,38.611827
80,20,0,0,0,0,0,0,0,1505,68,1108,17,552,26,2,28.311683
80,20,0,0,0,0,0,0,0,1577,38,874,11,403,27,2,32.786659
80,20,0,0,0,0,0,0,0,1492,36,1057,9,583,16,2,37.159699
80,20,0,0,0,0,0,0,0,1576,69,1143,20,631,30,4,36.203449
80,20,0,0,0,0,0,0,0,1407,38,812,5,381,30,1,25.881998
80,20,0,0,0,0,0,0,0,1644,65,895,11,535,28,1,28.843501
80,20,0,0,0,0,0,0,0,1476,67,1000,21,424,29,1,38.022204
80,20,0,0,0,0,0,0,0,1265,49,996,8,445,10,1,45.062162
80,20,0,0,0,0,0,0,0,1253,36,807,24,425,22,5,36.508111
80,20,0,0,0,0,0,0,0,1129,49,671,21,382,33,1,31.048829
80,20,0,0,0,0,0,0,0,1539,62,1170,11,385,39,2,32.404297
80,20,0,0,0,0,0,0,0,1366,30,815,18,515,32,5,28.169317
80,20,0,0,0,0,0,0,0,1304,63,743,22,336,22,3,21.54711
80,20,0,0,0,0,0,0,0,1020,42,657,9,408,13,5,27.837049
80,20,0,0,0,0,0,0,0,1390,54,773,19,523,26,1,41.016764
80,20,0,0,0,0,0,0,0,1357,38,865,23,493,29,3,38.790061
80,20,0,0,0,0,0,0,0,1650,44,1283,21,663,39,3,57.908125
80,20,0,0,0,0,0,0,0,1607,40,1023,6,445,31,1,52.616683
80,20,0,0,0,0,0,0,0,1384,37,971,19,502,37,4,40.59067
80,20,0,0,0,0,0,0,0,1286,57,735,22,336,12,4,32.086419
80,20,0,0,0,0,0,0,0,1591,64,968,16,428,20,3,41.313583
80,20,0,0,0,0,0,0,0,1582,59,1204,24,690,13,5,48.502781
80,20,0,0,0,0,0,0,0,1189,47,698,10,448,28,4,41.501848
80,20,0,0,0,0,0,0,0,1610,67,1126,6,578,22,5,47.114168
80,20,0,0,0,0,0,0,0,1357,63,943,12,387,25,4,39.550822
80,20,0,0,0,0,0,0,0,1182,51,737,7,428,12,1,41.344265
80,20,0,0,0,0,0,0,0,1183,51,905,5,402,10,4,45.456455
80,20,0,0,0,0,0,0,0,1396,36,828,7,460,33,4,32.460396
80,20,0,0,0,0,0,0,0,1417,64,1078,16,550,15,4,28.963722
80,20,0,0,0,0,0,0,0,1520,39,870,8,546,27,2,36.457611
80,20,0,0,0,0,0,0,0,1375,37,930,11,488,30,4,42.052689
80,20,0,0,0,0,0,0,0,1133,50,690,8,363,23,3,39.762301
80,20,0,0,0,0,0,0,0,1661,60,932,13,508,11,3,45.063976
80,20,0,0,0,0,0,0,0,1481,34,990,18,596,20,5,43.983519
80,20,0,0,0,0,0,0,0,1483,39,1147,13,507,27,1,29.604213
80,20,0,0,0,0,0,0,0,1489,65,921,15,503,30,4,40.865449
80,20,0,0,0,0,0,0,0,1172,60,774,20,457,35,5,37.390261
80,20,0,0,0,0,0,0,0,1297,59,786,10,491,30,2,33.806183
80,20,0,0,0,0,0,0,0,1369,40,1003,18,588,33,4,37.642111
80,20,0,0,0,0,0,0,0,1262,54,979,6,476,34,5,46.877255
80,20,0,0,0,0,0,0,0,1154,44,709,17,336,33,3,33.763973
80,20,0,0,0,0,0,0,0,1228,59,865,8,308,31,4,38.035397
80,20,0,0,0,0,0,0,0,1167,53,822,9,415,32,5,49.818592
80,20,0,0,0,0,0,0,0,1441,43,1086,5,599,18,1,40.743234
80,20,0,0,0,0,0,0,0,1522,66,1064,15,611,29,2,39.422485
80,20,0,0,0,0,0,0,0,1503,61,949,13,421,35,1,43.11257
80,20,0,0,0,0,0,0,0,1269,52,701,21,331,32,1,34.921455
80,20,0,0,0,0,0,0,0,1378,40,808,19,480,37,1,31.291378
80,20,0,0,0,0,0,0,0,1627,42,930,7,426,29,3,56.507005
80,20,0,0,0,0,0,0,0,1278,59,817,24,324,17,5,41.828484
